"","genename","ensembleID","entrezgene_id"
"AC108448.2","AC108448.2","ENSG00000236710",NA
"SMAD9-IT1","SMAD9-IT1","ENSG00000236711",NA
"AC079448.1","AC079448.1","ENSG00000236712",NA
"RP11-363I22.3","RP11-363I22.3","ENSG00000236713",NA
"AC005592.1","AC005592.1","ENSG00000236714",NA
"RP11-478H13.1","RP11-478H13.1","ENSG00000236716",NA
"RP11-100G15.10","RP11-100G15.10","ENSG00000236717",NA
"RBMY2QP","RBMY2QP","ENSG00000236718",NA
"OVAAL","OVAAL","ENSG00000236719",148756
"RP11-63B19.1","RP11-63B19.1","ENSG00000236720",101928778
"RP11-359I18.1","RP11-359I18.1","ENSG00000236722",NA
"RP5-1024G6.2","RP5-1024G6.2","ENSG00000236723",NA
"RP11-252M18.3","RP11-252M18.3","ENSG00000236724",NA
"MICC (ENSG00000236727)","MICC (ENSG00000236727)","ENSG00000236727",NA
"HCG17 (ENSG00000236729)","HCG17 (ENSG00000236729)","ENSG00000236729",414778
"RP4-801G22.2","RP4-801G22.2","ENSG00000236731",NA
"AC094019.4","AC094019.4","ENSG00000236732",NA
"RP11-203L2.4","RP11-203L2.4","ENSG00000236733",NA
"ENSG00000236734","ENSG00000236734","ENSG00000236734",NA
"RPL31P63","RPL31P63","ENSG00000236735",NA
"UQCRC2P1","UQCRC2P1","ENSG00000236736",NA
"GAGE12B","GAGE12B","ENSG00000236737",NA
"CLIC4P1","CLIC4P1","ENSG00000236739",NA
"RP11-411K7.1","RP11-411K7.1","ENSG00000236740",101927189
"RP4-560B9.4","RP4-560B9.4","ENSG00000236741",NA
"ENSG00000236742","ENSG00000236742","ENSG00000236742",NA
"RP5-857K21.15","RP5-857K21.15","ENSG00000236743",NA
"RP11-168O22.1","RP11-168O22.1","ENSG00000236744",NA
"YRDCP2","YRDCP2","ENSG00000236745",NA
"HLA-W (ENSG00000236746)","HLA-W (ENSG00000236746)","ENSG00000236746",NA
"LINC01282","LINC01282","ENSG00000236747",101927449
"AC009500.2","AC009500.2","ENSG00000236748",NA
"AC009237.16","AC009237.16","ENSG00000236750",NA
"LINC01186","LINC01186","ENSG00000236751",NA
"MKLN1-AS","MKLN1-AS","ENSG00000236753",100506881
"AC004019.13","AC004019.13","ENSG00000236754",NA
"DNAJC9-AS1 (ENSG00000236756)","DNAJC9-AS1 (ENSG00000236756)","ENSG00000236756",414245
"ENSG00000236757","ENSG00000236757","ENSG00000236757",NA
"MTUS2-AS2","MTUS2-AS2","ENSG00000236758",NA
"EHMT2 (ENSG00000236759)","EHMT2 (ENSG00000236759)","ENSG00000236759",10919
"AC019118.3","AC019118.3","ENSG00000236760",NA
"CTAGE9","CTAGE9","ENSG00000236761",643854
"RP11-159H3.1","RP11-159H3.1","ENSG00000236762",NA
"TRMT112P4","TRMT112P4","ENSG00000236763",NA
"COX7A2P2","COX7A2P2","ENSG00000236764",NA
"DXO (ENSG00000236765)","DXO (ENSG00000236765)","ENSG00000236765",1797
"MDC1-AS1 (ENSG00000236766)","MDC1-AS1 (ENSG00000236766)","ENSG00000236766",106478956
"RP11-1029M24.1","RP11-1029M24.1","ENSG00000236768",NA
"RP11-168P8.5","RP11-168P8.5","ENSG00000236769",NA
"AC079325.5","AC079325.5","ENSG00000236770",NA
"OR2N1P (ENSG00000236771)","OR2N1P (ENSG00000236771)","ENSG00000236771",NA
"RP5-1184F4.5","RP5-1184F4.5","ENSG00000236772",NA
"RP11-365O16.1","RP11-365O16.1","ENSG00000236773",NA
"RP11-551G24.3","RP11-551G24.3","ENSG00000236775",NA
"RPL21P23","RPL21P23","ENSG00000236776",NA
"RP11-108B14.1","RP11-108B14.1","ENSG00000236777",NA
"INTS6-AS1","INTS6-AS1","ENSG00000236778",NA
"RP11-430C7.2","RP11-430C7.2","ENSG00000236779",NA
"AC078941.1","AC078941.1","ENSG00000236780",644838
"RP11-96L14.7","RP11-96L14.7","ENSG00000236782",NA
"RPS15AP27","RPS15AP27","ENSG00000236783",NA
"SDR42E1P5","SDR42E1P5","ENSG00000236785",NA
"TSPY15P","TSPY15P","ENSG00000236786",NA
"ENSG00000236787","ENSG00000236787","ENSG00000236787",NA
"LINC00299","LINC00299","ENSG00000236790",339789
"OR2AI1P","OR2AI1P","ENSG00000236791",NA
"RP11-142L4.2","RP11-142L4.2","ENSG00000236792",NA
"BCRP8","BCRP8","ENSG00000236794",NA
"AC006004.1","AC006004.1","ENSG00000236795",101928700
"RP11-462B18.3","RP11-462B18.3","ENSG00000236796",NA
"SPA17P1","SPA17P1","ENSG00000236797",NA
"PAIP1P1 (ENSG00000236798)","PAIP1P1 (ENSG00000236798)","ENSG00000236798",NA
"RP11-383C6.2","RP11-383C6.2","ENSG00000236799",102724589
"RP11-534L6.2","RP11-534L6.2","ENSG00000236800",NA
"RPL24P8","RPL24P8","ENSG00000236801",NA
"B3GALT4 (ENSG00000236802)","B3GALT4 (ENSG00000236802)","ENSG00000236802",8705
"SDAD1P4","SDAD1P4","ENSG00000236803",NA
"RPS3AP12","RPS3AP12","ENSG00000236804",NA
"RPL7AP15","RPL7AP15","ENSG00000236806",NA
"AC092066.6","AC092066.6","ENSG00000236807",NA
"ZNRD1 (ENSG00000236808)","ZNRD1 (ENSG00000236808)","ENSG00000236808",30834
"SNX25P1","SNX25P1","ENSG00000236809",NA
"TCEB3-AS1","TCEB3-AS1","ENSG00000236810",100506963
"GAPDHP2","GAPDHP2","ENSG00000236811",NA
"BTF3P8","BTF3P8","ENSG00000236813",NA
"RP11-446E9.1","RP11-446E9.1","ENSG00000236814",NA
"ANKRD20A7P","ANKRD20A7P","ENSG00000236816",NA
"RP11-978I15.10","RP11-978I15.10","ENSG00000236817",NA
"ARL5AP2","ARL5AP2","ENSG00000236818",NA
"LINC01563","LINC01563","ENSG00000236819",101060544
"RP11-137J7.2","RP11-137J7.2","ENSG00000236822",NA
"RP1-249F5.3","RP1-249F5.3","ENSG00000236823",NA
"BCYRN1","BCYRN1","ENSG00000236824",618
"RAB28P2","RAB28P2","ENSG00000236825",NA
"LSM2 (ENSG00000236826)","LSM2 (ENSG00000236826)","ENSG00000236826",57819
"LINC00529","LINC00529","ENSG00000236827",NA
"DMD-AS3","DMD-AS3","ENSG00000236828",NA
"Z97634.3","Z97634.3","ENSG00000236829",100134368
"CBR3-AS1","CBR3-AS1","ENSG00000236830",100506428
"YME1L1P1","YME1L1P1","ENSG00000236831",NA
"AC073465.2","AC073465.2","ENSG00000236832",NA
"AC024560.2","AC024560.2","ENSG00000236833",NA
"LINC00421","LINC00421","ENSG00000236834",100287114
"HCG14 (ENSG00000236835)","HCG14 (ENSG00000236835)","ENSG00000236835",414760
"PCYT1B-AS1","PCYT1B-AS1","ENSG00000236836",100874088
"AC139712.4","AC139712.4","ENSG00000236837",NA
"AC090617.1","AC090617.1","ENSG00000236838",NA
"RP11-3P22.1","RP11-3P22.1","ENSG00000236839",NA
"AC007750.5","AC007750.5","ENSG00000236841",NA
"RP11-399K21.10","RP11-399K21.10","ENSG00000236842",NA
"NRM (ENSG00000236843)","NRM (ENSG00000236843)","ENSG00000236843",11270
"AC091633.2","AC091633.2","ENSG00000236844",NA
"RP11-239E10.2","RP11-239E10.2","ENSG00000236846",NA
"AC018892.3","AC018892.3","ENSG00000236847",NA
"RPL23AP95","RPL23AP95","ENSG00000236848",NA
"LINC01474","LINC01474","ENSG00000236849",101927258
"BMS1P20","BMS1P20","ENSG00000236850",NA
"DHFRP2 (ENSG00000236851)","DHFRP2 (ENSG00000236851)","ENSG00000236851",NA
"RP11-3D23.1","RP11-3D23.1","ENSG00000236852",NA
"OR2R1P","OR2R1P","ENSG00000236853",NA
"AL121656.5","AL121656.5","ENSG00000236854",285045
"AC105393.1","AC105393.1","ENSG00000236856",NA
"RAP1BP1","RAP1BP1","ENSG00000236857",NA
"CTA-992D9.6","CTA-992D9.6","ENSG00000236858",NA
"NIFK-AS1","NIFK-AS1","ENSG00000236859",254128
"RPL39P29","RPL39P29","ENSG00000236860",NA
"AC006378.2","AC006378.2","ENSG00000236861",NA
"RPS20P24","RPS20P24","ENSG00000236862",NA
"RPL23AP23","RPL23AP23","ENSG00000236863",NA
"RP11-44H4.1","RP11-44H4.1","ENSG00000236864",NA
"AL157902.3","AL157902.3","ENSG00000236866",NA
"RP3-522J7.5","RP3-522J7.5","ENSG00000236867",NA
"RP11-944L7.4","RP11-944L7.4","ENSG00000236869",112840933
"RP1-223D17.1","RP1-223D17.1","ENSG00000236870",NA
"LINC00106","LINC00106","ENSG00000236871",751580
"RP11-291L19.1","RP11-291L19.1","ENSG00000236872",NA
"AGPAT1 (ENSG00000236873)","AGPAT1 (ENSG00000236873)","ENSG00000236873",10554
"RP1-66N13.1","RP1-66N13.1","ENSG00000236874",NA
"DDX11L5","DDX11L5","ENSG00000236875",NA
"TMSB4XP1","TMSB4XP1","ENSG00000236876",NA
"SETD6P1","SETD6P1","ENSG00000236877",NA
"MTATP6P26","MTATP6P26","ENSG00000236878",NA
"RP3-384D21.2","RP3-384D21.2","ENSG00000236880",NA
"HCG4P11 (ENSG00000236881)","HCG4P11 (ENSG00000236881)","ENSG00000236881",NA
"LINC01554","LINC01554","ENSG00000236882",202299
"AP001615.9","AP001615.9","ENSG00000236883",NA
"HLA-DRB1 (ENSG00000236884)","HLA-DRB1 (ENSG00000236884)","ENSG00000236884",3123
"AC018731.3","AC018731.3","ENSG00000236885",NA
"AC007563.5","AC007563.5","ENSG00000236886",NA
"RP11-389O22.5","RP11-389O22.5","ENSG00000236887",NA
"RPS20P5","RPS20P5","ENSG00000236888",NA
"RP11-38J22.1","RP11-38J22.1","ENSG00000236889",NA
"XXbac-B476C20.11","XXbac-B476C20.11","ENSG00000236890",NA
"RP11-482E14.2","RP11-482E14.2","ENSG00000236892",NA
"ASS1P7","ASS1P7","ENSG00000236893",NA
"RP11-128B16.5","RP11-128B16.5","ENSG00000236894",NA
"GTF2H4 (ENSG00000236895)","GTF2H4 (ENSG00000236895)","ENSG00000236895",2968
"RP11-535C21.3","RP11-535C21.3","ENSG00000236896",NA
"AC113331.9","AC113331.9","ENSG00000236897",NA
"HLA-DPA2 (ENSG00000236898)","HLA-DPA2 (ENSG00000236898)","ENSG00000236898",NA
"TIMM9P1","TIMM9P1","ENSG00000236900",NA
"MIR600HG","MIR600HG","ENSG00000236901",81571
"LY6G6D (ENSG00000236902)","LY6G6D (ENSG00000236902)","ENSG00000236902",58530
"DAQB-331I12.5 (ENSG00000236903)","DAQB-331I12.5 (ENSG00000236903)","ENSG00000236903",NA
"RP11-348H3.2","RP11-348H3.2","ENSG00000236905",NA
"RP11-548K12.3","RP11-548K12.3","ENSG00000236907",NA
"RP5-1063M23.2","RP5-1063M23.2","ENSG00000236908",NA
"OR2P1P (ENSG00000236909)","OR2P1P (ENSG00000236909)","ENSG00000236909",NA
"ZNF70P1 (ENSG00000236910)","ZNF70P1 (ENSG00000236910)","ENSG00000236910",NA
"RP11-78B10.2","RP11-78B10.2","ENSG00000236911",NA
"SAPCD1-AS1 (ENSG00000236912)","SAPCD1-AS1 (ENSG00000236912)","ENSG00000236912",NA
"AC025750.5","AC025750.5","ENSG00000236913",NA
"RP11-1008C21.2","RP11-1008C21.2","ENSG00000236914",107984773
"RP4-651E10.4","RP4-651E10.4","ENSG00000236915",NA
"DNAJA1P2","DNAJA1P2","ENSG00000236917",NA
"OR2U1P (ENSG00000236918)","OR2U1P (ENSG00000236918)","ENSG00000236918",NA
"RP11-347H15.6","RP11-347H15.6","ENSG00000236919",NA
"RP11-111D3.2","RP11-111D3.2","ENSG00000236920",NA
"RP11-408N14.1","RP11-408N14.1","ENSG00000236921",NA
"LINC01378","LINC01378","ENSG00000236922",NA
"RP11-390F4.6","RP11-390F4.6","ENSG00000236924",NA
"LTB (ENSG00000236925)","LTB (ENSG00000236925)","ENSG00000236925",4050
"ZDHHC20P1 (ENSG00000236926)","ZDHHC20P1 (ENSG00000236926)","ENSG00000236926",NA
"OR14J1 (ENSG00000236927)","OR14J1 (ENSG00000236927)","ENSG00000236927",442191
"RP11-792A8.1","RP11-792A8.1","ENSG00000236928",NA
"RP11-699A7.1","RP11-699A7.1","ENSG00000236929",NA
"RP11-852E15.1","RP11-852E15.1","ENSG00000236930",NA
"ENSG00000236931","ENSG00000236931","ENSG00000236931",NA
"CEACAMP8","CEACAMP8","ENSG00000236932",NA
"ENSG00000236933","ENSG00000236933","ENSG00000236933",NA
"XXbac-BPG249D20.9 (ENSG00000236934)","XXbac-BPG249D20.9 (ENSG00000236934)","ENSG00000236934",NA
"AP003774.1","AP003774.1","ENSG00000236935",NA
"RP3-329E20.2","RP3-329E20.2","ENSG00000236936",NA
"PTGES3P4","PTGES3P4","ENSG00000236937",NA
"AC003092.2","AC003092.2","ENSG00000236938",NA
"BAALC-AS2","BAALC-AS2","ENSG00000236939",157556
"RP11-98D18.7","RP11-98D18.7","ENSG00000236940",NA
"RP11-366M4.8","RP11-366M4.8","ENSG00000236941",NA
"RP11-6B6.3","RP11-6B6.3","ENSG00000236942",NA
"ENSG00000236943","ENSG00000236943","ENSG00000236943",NA
"CCDC58P2","CCDC58P2","ENSG00000236944",NA
"HNRNPA1P70","HNRNPA1P70","ENSG00000236946",NA
"RP11-98G7.1","RP11-98G7.1","ENSG00000236947",NA
"RP11-154H17.1","RP11-154H17.1","ENSG00000236948",NA
"ZNRD1 (ENSG00000236949)","ZNRD1 (ENSG00000236949)","ENSG00000236949",30834
"RP5-1051D14.1","RP5-1051D14.1","ENSG00000236950",105372894
"AC007359.6","AC007359.6","ENSG00000236951",102725532
"ZDHHC20-IT1","ZDHHC20-IT1","ENSG00000236953",NA
"NF1P8","NF1P8","ENSG00000236956",NA
"RP11-451O13.1","RP11-451O13.1","ENSG00000236957",105371458
"RP11-264A11.1","RP11-264A11.1","ENSG00000236958",NA
"SULT1D1P","SULT1D1P","ENSG00000236959",NA
"RP11-265G8.3","RP11-265G8.3","ENSG00000236960",NA
"RP1-261G23.5","RP1-261G23.5","ENSG00000236961",NA
"LINC01141","LINC01141","ENSG00000236963",NA
"OR52N3P","OR52N3P","ENSG00000236965",NA
"RP11-216M21.4","RP11-216M21.4","ENSG00000236966",NA
"RNF39 (ENSG00000236967)","RNF39 (ENSG00000236967)","ENSG00000236967",80352
"RP11-298E9.5","RP11-298E9.5","ENSG00000236968",NA
"GGT8P","GGT8P","ENSG00000236969",NA
"SUMO2P1 (ENSG00000236971)","SUMO2P1 (ENSG00000236971)","ENSG00000236971",NA
"FABP5P1","FABP5P1","ENSG00000236972",NA
"GAPDHP51","GAPDHP51","ENSG00000236973",NA
"RP5-1065P14.2","RP5-1065P14.2","ENSG00000236975",NA
"RP11-165H4.2","RP11-165H4.2","ENSG00000236976",NA
"ANKRD44-IT1","ANKRD44-IT1","ENSG00000236977",101927547
"RP11-575M4.1","RP11-575M4.1","ENSG00000236978",NA
"NCR3 (ENSG00000236979)","NCR3 (ENSG00000236979)","ENSG00000236979",259197
"C3orf84","C3orf84","ENSG00000236980",646498
"OR10G9","OR10G9","ENSG00000236981",219870
"BLOC1S2P1","BLOC1S2P1","ENSG00000236982",NA
"ENSG00000236983","ENSG00000236983","ENSG00000236983",NA
"ENSG00000236984","ENSG00000236984","ENSG00000236984",NA
"RP5-1195D24.1","RP5-1195D24.1","ENSG00000236985",NA
"RP11-544A12.4","RP11-544A12.4","ENSG00000236986",NA
"NDUFA5P8","NDUFA5P8","ENSG00000236987",NA
"RP11-402K9.1","RP11-402K9.1","ENSG00000236988",NA
"AC142119.1","AC142119.1","ENSG00000236989",NA
"RP11-433J20.1","RP11-433J20.1","ENSG00000236990",101927964
"EDRF1-AS1","EDRF1-AS1","ENSG00000236991",NA
"RPL12P12","RPL12P12","ENSG00000236992",NA
"GAPDHP21","GAPDHP21","ENSG00000236993",NA
"YBX1P9","YBX1P9","ENSG00000236994",NA
"MLIP-IT1","MLIP-IT1","ENSG00000236996",100874282
"RP11-203L2.3","RP11-203L2.3","ENSG00000236998",NA
"ATP2B2-IT1","ATP2B2-IT1","ENSG00000236999",NA
"PTMAP6","PTMAP6","ENSG00000237000",NA
"WASF3-AS1","WASF3-AS1","ENSG00000237001",NA
"RP11-92J19.3","RP11-92J19.3","ENSG00000237002",NA
"RP4-612C19.1","RP4-612C19.1","ENSG00000237003",NA
"ZNRF2P1","ZNRF2P1","ENSG00000237004",NA
"HIGD1AP15","HIGD1AP15","ENSG00000237005",NA
"XXbac-BPG308K3.5 (ENSG00000237006)","XXbac-BPG308K3.5 (ENSG00000237006)","ENSG00000237006",NA
"KRT18P52","KRT18P52","ENSG00000237007",NA
"LAPTM4BP1","LAPTM4BP1","ENSG00000237008",NA
"GLIS3-AS1","GLIS3-AS1","ENSG00000237009",84850
"HCG14 (ENSG00000237010)","HCG14 (ENSG00000237010)","ENSG00000237010",414760
"RP11-98G13.1","RP11-98G13.1","ENSG00000237011",NA
"C6orf136 (ENSG00000237012)","C6orf136 (ENSG00000237012)","ENSG00000237012",221545
"AC010987.6","AC010987.6","ENSG00000237013",101927701
"AC004074.4","AC004074.4","ENSG00000237014",NA
"CTA-984G1.5","CTA-984G1.5","ENSG00000237015",NA
"AC013410.1","AC013410.1","ENSG00000237016",NA
"AC012314.8","AC012314.8","ENSG00000237017",NA
"GS1-433O24.1","GS1-433O24.1","ENSG00000237019",NA
"IGHD1-20","IGHD1-20","ENSG00000237020",NA
"RP3-486I3.7","RP3-486I3.7","ENSG00000237021",NA
"HLA-C (ENSG00000237022)","HLA-C (ENSG00000237022)","ENSG00000237022",3107
"USP9YP3","USP9YP3","ENSG00000237023",NA
"RPL21P33","RPL21P33","ENSG00000237024",NA
"RP1-315G1.1","RP1-315G1.1","ENSG00000237025",NA
"RP11-328P23.2","RP11-328P23.2","ENSG00000237026",NA
"RP11-16C18.3","RP11-16C18.3","ENSG00000237027",NA
"AC008067.2","AC008067.2","ENSG00000237031",NA
"RPSAP7","RPSAP7","ENSG00000237032",NA
"CASP3P1","CASP3P1","ENSG00000237033",NA
"MICC (ENSG00000237034)","MICC (ENSG00000237034)","ENSG00000237034",NA
"AC109589.1","AC109589.1","ENSG00000237035",NA
"ZEB1-AS1","ZEB1-AS1","ENSG00000237036",220930
"NDUFA6-AS1","NDUFA6-AS1","ENSG00000237037",NA
"USP17L8","USP17L8","ENSG00000237038",392188
"AC018738.2","AC018738.2","ENSG00000237039",NA
"DPH3P2","DPH3P2","ENSG00000237040",NA
"AC007679.4","AC007679.4","ENSG00000237041",NA
"MICG (ENSG00000237042)","MICG (ENSG00000237042)","ENSG00000237042",NA
"OR2AD1P (ENSG00000237043)","OR2AD1P (ENSG00000237043)","ENSG00000237043",NA
"TRIM40 (ENSG00000237046)","TRIM40 (ENSG00000237046)","ENSG00000237046",135644
"TTTY12","TTTY12","ENSG00000237048",83867
"RPL34P1","RPL34P1","ENSG00000237049",NA
"TRIM31-AS1 (ENSG00000237050)","TRIM31-AS1 (ENSG00000237050)","ENSG00000237050",104533120
"GABBR1 (ENSG00000237051)","GABBR1 (ENSG00000237051)","ENSG00000237051",2550
"GPSM3 (ENSG00000237052)","GPSM3 (ENSG00000237052)","ENSG00000237052",63940
"FUCA1P1","FUCA1P1","ENSG00000237053",NA
"PRMT5-AS1","PRMT5-AS1","ENSG00000237054",NA
"MTCO1P48","MTCO1P48","ENSG00000237055",NA
"ZBTB22 (ENSG00000237056)","ZBTB22 (ENSG00000237056)","ENSG00000237056",9278
"AC015922.6","AC015922.6","ENSG00000237057",NA
"RP13-436F16.1","RP13-436F16.1","ENSG00000237058",NA
"RP11-956J14.1","RP11-956J14.1","ENSG00000237061",NA
"RP11-308N19.3","RP11-308N19.3","ENSG00000237062",NA
"RP4-550H1.5","RP4-550H1.5","ENSG00000237063",NA
"EIF3IP1","EIF3IP1","ENSG00000237064",442720
"NANOGP4","NANOGP4","ENSG00000237065",NA
"RPL5P2","RPL5P2","ENSG00000237068",NA
"TTTY23B","TTTY23B","ENSG00000237069",NA
"AC005550.3","AC005550.3","ENSG00000237070",105375166
"TRIM27 (ENSG00000237071)","TRIM27 (ENSG00000237071)","ENSG00000237071",5987
"RP11-232A1.2","RP11-232A1.2","ENSG00000237072",NA
"RP11-168K11.2","RP11-168K11.2","ENSG00000237073",NA
"RP11-6J21.2","RP11-6J21.2","ENSG00000237074",NA
"ENSG00000237075","ENSG00000237075","ENSG00000237075",NA
"RP5-836J3.1","RP5-836J3.1","ENSG00000237076",NA
"AC105399.2","AC105399.2","ENSG00000237077",NA
"ENSG00000237078","ENSG00000237078","ENSG00000237078",NA
"EHMT2-AS1","EHMT2-AS1","ENSG00000237080",NA
"COX5BP6","COX5BP6","ENSG00000237082",NA
"RP11-132E11.4","RP11-132E11.4","ENSG00000237083",NA
"AC127391.3","AC127391.3","ENSG00000237085",NA
"ENSG00000237086","ENSG00000237086","ENSG00000237086",NA
"AC068134.6","AC068134.6","ENSG00000237087",NA
"RP11-73E6.2","RP11-73E6.2","ENSG00000237088",NA
"PCNPP4","PCNPP4","ENSG00000237089",NA
"RP11-342M1.6","RP11-342M1.6","ENSG00000237090",NA
"LINC01065","LINC01065","ENSG00000237092",NA
"HCG22 (ENSG00000237093)","HCG22 (ENSG00000237093)","ENSG00000237093",285834
"RP4-669L17.10","RP4-669L17.10","ENSG00000237094",NA
"MDC1 (ENSG00000237095)","MDC1 (ENSG00000237095)","ENSG00000237095",9656
"ENSG00000237096","ENSG00000237096","ENSG00000237096",NA
"HLA-T (ENSG00000237098)","HLA-T (ENSG00000237098)","ENSG00000237098",NA
"GYG1P2","GYG1P2","ENSG00000237099",NA
"C6orf136 (ENSG00000237100)","C6orf136 (ENSG00000237100)","ENSG00000237100",221545
"RP11-365O16.6","RP11-365O16.6","ENSG00000237101",101927164
"ENSG00000237102","ENSG00000237102","ENSG00000237102",NA
"NCR3 (ENSG00000237103)","NCR3 (ENSG00000237103)","ENSG00000237103",259197
"ENSG00000237104","ENSG00000237104","ENSG00000237104",NA
"HCP5 (ENSG00000237105)","HCP5 (ENSG00000237105)","ENSG00000237105",10866
"FABP5P15","FABP5P15","ENSG00000237106",NA
"RP11-256G5.1","RP11-256G5.1","ENSG00000237107",NA
"XXbac-BPG118E17.9 (ENSG00000237108)","XXbac-BPG118E17.9 (ENSG00000237108)","ENSG00000237108",NA
"RPL21P111","RPL21P111","ENSG00000237109",NA
"TAAR9","TAAR9","ENSG00000237110",134860
"IGHJ3P","IGHJ3P","ENSG00000237111",NA
"GABBR1 (ENSG00000237112)","GABBR1 (ENSG00000237112)","ENSG00000237112",2550
"CDSN (ENSG00000237114)","CDSN (ENSG00000237114)","ENSG00000237114",1041
"RP1-131F15.2","RP1-131F15.2","ENSG00000237115",NA
"CYP2F2P","CYP2F2P","ENSG00000237118",NA
"LINC01056","LINC01056","ENSG00000237119",100144597
"DASS-23B5.2 (ENSG00000237120)","DASS-23B5.2 (ENSG00000237120)","ENSG00000237120",NA
"PIEZO1P2","PIEZO1P2","ENSG00000237121",NA
"FAM90A19P","FAM90A19P","ENSG00000237122",NA
"CDSN (ENSG00000237123)","CDSN (ENSG00000237123)","ENSG00000237123",1041
"MTND2P11","MTND2P11","ENSG00000237124",NA
"HAND2-AS1","HAND2-AS1","ENSG00000237125",79804
"AC073254.1","AC073254.1","ENSG00000237126",NA
"LL22NC03-84E4.8","LL22NC03-84E4.8","ENSG00000237127",NA
"RP11-351M16.3","RP11-351M16.3","ENSG00000237128",105376468
"MTCYBP34","MTCYBP34","ENSG00000237129",NA
"MRPS6P2","MRPS6P2","ENSG00000237130",NA
"RP1-69E11.3","RP1-69E11.3","ENSG00000237131",NA
"ENSG00000237132","ENSG00000237132","ENSG00000237132",NA
"AC020594.5","AC020594.5","ENSG00000237133",NA
"DDX10P1","DDX10P1","ENSG00000237135",NA
"C4orf51","C4orf51","ENSG00000237136",646603
"RP11-408A13.2","RP11-408A13.2","ENSG00000237137",NA
"HUNK-AS1","HUNK-AS1","ENSG00000237138",NA
"RP11-137L10.5","RP11-137L10.5","ENSG00000237139",NA
"HSPE1P16","HSPE1P16","ENSG00000237140",NA
"DNAJC19P1","DNAJC19P1","ENSG00000237141",NA
"MTCO3P1 (ENSG00000237145)","MTCO3P1 (ENSG00000237145)","ENSG00000237145",NA
"HIGD1AP2","HIGD1AP2","ENSG00000237148",NA
"ZNF503-AS2","ZNF503-AS2","ENSG00000237149",100131213
"DLEU7-AS1","DLEU7-AS1","ENSG00000237152",NA
"RP11-132E11.2","RP11-132E11.2","ENSG00000237153",NA
"MCFD2P1","MCFD2P1","ENSG00000237154",NA
"IER3 (ENSG00000237155)","IER3 (ENSG00000237155)","ENSG00000237155",8870
"PTMAP1 (ENSG00000237156)","PTMAP1 (ENSG00000237156)","ENSG00000237156",NA
"RP11-472F14.4","RP11-472F14.4","ENSG00000237158",NA
"CNTFR-AS1","CNTFR-AS1","ENSG00000237159",415056
"AC004022.7","AC004022.7","ENSG00000237160",NA
"RP11-32B5.1","RP11-32B5.1","ENSG00000237161",NA
"RP11-443F16.1","RP11-443F16.1","ENSG00000237162",NA
"RP4-771M4.2","RP4-771M4.2","ENSG00000237163",NA
"SLC25A15P2","SLC25A15P2","ENSG00000237164",NA
"CDSN (ENSG00000237165)","CDSN (ENSG00000237165)","ENSG00000237165",1041
"AC007163.3","AC007163.3","ENSG00000237166",NA
"AC128709.2","AC128709.2","ENSG00000237167",NA
"ENSG00000237168","ENSG00000237168","ENSG00000237168",NA
"RPL12P27","RPL12P27","ENSG00000237169",NA
"RPS7P15","RPS7P15","ENSG00000237170",NA
"GS1-466O4.5","GS1-466O4.5","ENSG00000237171",NA
"B3GNT9","B3GNT9","ENSG00000237172",84752
"RP5-866L20.2","RP5-866L20.2","ENSG00000237173",NA
"RP11-415D17.3","RP11-415D17.3","ENSG00000237174",NA
"NME1P1","NME1P1","ENSG00000237175",NA
"RP11-813P10.2","RP11-813P10.2","ENSG00000237176",NA
"AC019080.1","AC019080.1","ENSG00000237178",NA
"AC007392.4","AC007392.4","ENSG00000237179",NA
"CYP46A4P","CYP46A4P","ENSG00000237180",NA
"AC147651.4","AC147651.4","ENSG00000237181",NA
"RP11-402P6.3","RP11-402P6.3","ENSG00000237182",NA
"KRTAP9-10P (ENSG00000237183)","KRTAP9-10P (ENSG00000237183)","ENSG00000237183",NA
"ENSG00000237184","ENSG00000237184","ENSG00000237184",NA
"VN1R66P","VN1R66P","ENSG00000237185",NA
"RP11-229A12.2","RP11-229A12.2","ENSG00000237186",NA
"NR2F1-AS1","NR2F1-AS1","ENSG00000237187",441094
"RP11-337C18.8","RP11-337C18.8","ENSG00000237188",NA
"RP11-85G21.2","RP11-85G21.2","ENSG00000237189",NA
"CDKN2AIPNL","CDKN2AIPNL","ENSG00000237190",91368
"ENSG00000237191","ENSG00000237191","ENSG00000237191",NA
"TRIM10 (ENSG00000237192)","TRIM10 (ENSG00000237192)","ENSG00000237192",10107
"RP11-275O4.4","RP11-275O4.4","ENSG00000237193",NA
"SNAI1P1","SNAI1P1","ENSG00000237194",NA
"DLGAP5P1","DLGAP5P1","ENSG00000237195",NA
"HCG24 (ENSG00000237196)","HCG24 (ENSG00000237196)","ENSG00000237196",NA
"IGHD1-7","IGHD1-7","ENSG00000237197",NA
"ENSG00000237198","ENSG00000237198","ENSG00000237198",NA
"ZBTB40-IT1","ZBTB40-IT1","ENSG00000237200",NA
"AJ239321.3","AJ239321.3","ENSG00000237202",NA
"RPL7P34","RPL7P34","ENSG00000237205",NA
"IMPDH1P4","IMPDH1P4","ENSG00000237206",NA
"RBM17P3","RBM17P3","ENSG00000237207",NA
"RP11-13E5.2","RP11-13E5.2","ENSG00000237208",101928495
"RP11-339F13.2","RP11-339F13.2","ENSG00000237210",NA
